client_id,first_name,last_name,email,passport_id,registration_date,status,age,gender,income_level,last_active_date,community_id,transaction_frequency
client_116,Levi,Gomez,client116@ex.com,AB0116123,2023-08-04,active,30,male,low,2025-04-01,1,medium
client_117,Madelyn,Freeman,client117@ex.com,AB0117123,2024-03-16,active,25,female,medium,2025-03-25,1,low
client_118,Isaiah,Wells,client118@ex.com,AB0118123,2023-10-27,active,32,male,high,2025-02-18,1,low
client_119,Melanie,Webb,client119@ex.com,AB0119123,2024-06-08,active,23,female,medium,2025-04-14,1,low
client_120,Jaxon,Simpson,client120@ex.com,AB0120123,2023-01-19,active,31,male,low,2025-03-07,1,medium
client_121,Jade,Stevens,client121@ex.com,AB0121123,2024-10-31,active,26,female,medium,2025-02-28,1,low
client_122,Landon,Tucker,client122@ex.com,AB0122123,2023-04-12,active,34,male,medium,2025-04-24,1,low
client_123,Adalyn,Porter,client123@ex.com,AB0123123,2024-07-24,active,24,female,low,2025-03-17,1,low
client_124,Kevin,Hunter,client124@ex.com,AB0124123,2023-11-05,active,29,male,medium,2025-02-10,1,medium
client_125,Ivy,Hicks,client125@ex.com,AB0125123,2024-01-16,active,22,female,high,2025-04-06,1,low
client_126,Cooper,Crawford,client126@ex.com,AB0126123,2023-03-27,active,33,male,medium,2025-03-01,1,low
client_127,Serenity,Henry,client127@ex.com,AB0127123,2024-08-08,active,27,female,low,2025-02-22,1,low
client_128,Axel,Boyd,client128@ex.com,AB0128123,2023-09-19,active,30,male,medium,2025-04-17,1,medium
client_129,Paisley,Mason,client129@ex.com,AB0129123,2024-04-30,active,25,female,medium,2025-03-10,1,low
client_130,Carson,Morales,client130@ex.com,AB0130123,2023-07-11,active,32,male,low,2025-02-03,1,low
client_131,Nevaeh,Kennedy,client131@ex.com,AB0131123,2024-11-22,active,23,female,medium,2025-04-28,1,low
client_132,Xander,Warren,client132@ex.com,AB0132123,2023-12-04,active,31,male,high,2025-03-21,1,medium
client_133,Rylee,Dixon,client133@ex.com,AB0133123,2024-02-15,active,26,female,medium,2025-02-14,1,low
client_134,Easton,Ramos,client134@ex.com,AB0134123,2023-05-26,active,34,male,low,2025-04-09,1,low
client_135,Athena,Reyes,client135@ex.com,AB0135123,2024-09-07,active,24,female,medium,2025-03-03,1,low
client_136,Jace,Burns,client136@ex.com,AB0136123,2023-08-18,active,29,male,medium,2025-02-24,1,medium
client_137,Raelynn,Gordon,client137@ex.com,AB0137123,2024-03-30,active,22,female,low,2025-04-19,1,low
client_138,Colton,Shaw,client138@ex.com,AB0138123,2023-10-11,active,33,male,medium,2025-03-12,1,low
client_139,Hadley,Holmes,client139@ex.com,AB0139123,2024-05-23,active,27,female,high,2025-02-05,1,low
client_140,Tyler,Rice,client140@ex.com,AB0140123,2023-01-04,active,30,male,medium,2025-04-30,1,medium
client_141,Nova,Robertson,client141@ex.com,AB0141123,2024-10-16,active,25,female,low,2025-03-23,1,low
client_142,Wesley,Hunt,client142@ex.com,AB0142123,2023-04-27,active,32,male,medium,2025-02-16,1,low
client_143,Emery,Daniels,client143@ex.com,AB0143123,2024-08-09,active,23,female,medium,2025-04-13,1,low
client_144,Luis,Palmer,client144@ex.com,AB0144123,2023-10-20,active,31,male,low,2025-03-06,1,medium
client_145,Leilani,Mills,client145@ex.com,AB0145123,2024-01-31,active,26,female,medium,2025-02-27,1,low
client_146,Jonah,Nichols,client146@ex.com,AB0146123,2023-03-12,active,34,male,high,2025-04-23,1,low
client_147,Sienna,Grant,client147@ex.com,AB0147123,2024-08-23,active,24,female,medium,2025-03-16,1,low
client_148,Jasper,Knight,client148@ex.com,AB0148123,2023-09-05,active,29,male,low,2025-02-09,1,medium
client_149,Brielle,Ferguson,client149@ex.com,AB0149123,2024-04-16,active,22,female,medium,2025-04-05,1,low
client_150,Kayden,Wells,client150@ex.com,AB0150123,2023-07-27,active,33,male,medium,2025-03-29,1,low
client_151,Isla,Stone,client151@ex.com,AB0151123,2024-11-08,active,27,female,low,2025-02-21,1,low
client_152,Damian,Hawkins,client152@ex.com,AB0152123,2023-12-19,active,30,male,medium,2025-04-16,1,medium
client_153,Allison,Dunn,client153@ex.com,AB0153123,2024-03-02,active,25,female,high,2025-03-09,1,low
client_154,Bennett,Perkins,client154@ex.com,AB0154123,2023-05-13,active,32,male,medium,2025-02-02,1,low
client_155,Iris,Hudson,client155@ex.com,AB0155123,2024-09-24,active,23,female,low,2025-04-27,1,low
client_156,Max,Spencer,client156@ex.com,AB0156123,2023-08-05,active,31,male,medium,2025-03-20,1,medium
client_157,Clara,Gardner,client157@ex.com,AB0157123,2024-03-17,active,26,female,medium,2025-02-13,1,low
client_158,Gael,Stephens,client158@ex.com,AB0158123,2023-10-28,active,34,male,low,2025-04-08,1,low
client_159,Eden,Payne,client159@ex.com,AB0159123,2024-06-09,active,24,female,medium,2025-03-02,1,low
client_160,Sawyer,Pierce,client160@ex.com,AB0160123,2023-01-20,active,29,male,high,2025-02-23,1,medium
client_161,Piper,Berry,client161@ex.com,AB0161123,2024-11-01,active,22,female,medium,2025-04-18,1,low
client_162,Roman,Matthews,client162@ex.com,AB0162123,2023-04-13,active,33,male,low,2025-03-11,1,low
client_163,Kinsley,Arnold,client163@ex.com,AB0163123,2024-07-25,active,27,female,medium,2025-02-04,1,low
client_164,Rowan,Wagner,client164@ex.com,AB0164123,2023-11-06,active,30,male,medium,2025-04-29,1,medium
client_165,Delilah,Willis,client165@ex.com,AB0165123,2024-01-17,active,25,female,low,2025-03-22,1,low
client_166,Malachi,Ray,client166@ex.com,AB0166123,2023-03-28,active,32,male,medium,2025-02-15,1,low
client_167,Alaina,Snyder,client167@ex.com,AB0167123,2024-08-09,active,23,female,high,2025-04-12,1,low
client_168,Beau,Bishop,client168@ex.com,AB0168123,2023-09-20,active,31,male,medium,2025-03-05,1,medium
client_169,Eliza,Alvarez,client169@ex.com,AB0169123,2024-05-01,active,26,female,low,2025-02-26,1,low
client_170,Waylon,Black,client170@ex.com,AB0170123,2023-07-12,active,34,male,medium,2025-04-22,1,low
client_171,Daisy,Curtis,client171@ex.com,AB0171123,2024-11-23,active,24,female,medium,2025-03-15,1,low
client_172,Marcus,Carpenter,client172@ex.com,AB0172123,2023-12-05,active,29,male,low,2025-02-08,1,medium
client_173,Julianna,Schultz,client173@ex.com,AB0173123,2024-02-16,active,22,female,medium,2025-04-04,1,low
client_174,Karter,Weaver,client174@ex.com,AB0174123,2023-05-27,active,33,male,high,2025-03-28,1,low
client_175,Liliana,Lane,client175@ex.com,AB0175123,2024-09-08,active,27,female,medium,2025-02-20,1,low
client_176,Timothy,Montgomery,client176@ex.com,AB0176123,2023-08-19,active,30,male,low,2025-04-15,1,medium
client_177,Adalynn,Elliott,client177@ex.com,AB0177123,2024-03-31,active,25,female,medium,2025-03-08,1,low
client_178,Kaiden,Larson,client178@ex.com,AB0178123,2023-10-12,active,32,male,medium,2025-02-01,1,low
client_179,Ariel,Castro,client179@ex.com,AB0179123,2024-05-24,active,23,female,low,2025-04-26,1,low
client_180,Brady,Medina,client180@ex.com,AB0180123,2023-01-05,active,31,male,medium,2025-03-19,1,medium
client_181,Georgia,Caldwell,client181@ex.com,AB0181123,2024-10-17,active,26,female,high,2025-02-12,1,low
client_182,Tristan,Walters,client182@ex.com,AB0182123,2023-04-28,active,34,male,medium,2025-04-07,1,low
client_183,Elliana,Friedman,client183@ex.com,AB0183123,2024-08-10,active,24,female,low,2025-03-01,1,low
client_184,Josiah,Glover,client184@ex.com,AB0184123,2023-10-21,active,29,male,medium,2025-02-22,1,medium
client_185,Genevieve,Benson,client185@ex.com,AB0185123,2024-02-01,active,22,female,medium,2025-04-17,1,low
client_186,Finn,Obrien,client186@ex.com,AB0186123,2023-03-13,active,33,male,low,2025-03-10,1,low
client_187,Harmony,Luna,client187@ex.com,AB0187123,2024-08-24,active,27,female,medium,2025-02-03,1,low
client_188,Rhett,Blair,client188@ex.com,AB0188123,2023-09-06,active,30,male,high,2025-04-28,1,medium
client_189,Evangeline,Mckinney,client189@ex.com,AB0189123,2024-04-17,active,25,female,medium,2025-03-21,1,low
client_190,Emerson,Clayton,client190@ex.com,AB0190123,2023-07-28,active,32,male,low,2025-02-14,1,low
client_191,Juniper,Lambert,client191@ex.com,AB0191123,2024-11-09,active,23,female,medium,2025-04-11,1,low
client_192,Beckett,Harmon,client192@ex.com,AB0192123,2023-12-20,active,31,male,medium,2025-03-04,1,medium
client_193,Willow,Mckenzie,client193@ex.com,AB0193123,2024-03-03,active,26,female,low,2025-02-25,1,low
client_194,Brooks,Summers,client194@ex.com,AB0194123,2023-05-14,active,34,male,medium,2025-04-21,1,low
client_195,Lucia,Barton,client195@ex.com,AB0195123,2024-09-25,active,24,female,high,2025-03-14,1,low
client_196,Zayden,Tate,client196@ex.com,AB0196123,2023-08-06,active,29,male,medium,2025-02-07,1,medium
client_197,Alana,Mcguire,client197@ex.com,AB0197123,2024-03-18,active,22,female,low,2025-04-03,1,low
client_198,Ashton,Crane,client198@ex.com,AB0198123,2023-10-29,active,33,male,medium,2025-03-27,1,low
client_199,Norah,Petersen,client199@ex.com,AB0199123,2024-06-10,active,27,female,medium,2025-02-19,1,low
client_200,Paxton,Mejia,client200@ex.com,AB0200123,2023-01-21,active,30,male,low,2025-04-14,1,medium
client_201,Ivan,Petrov,client201@ex.com,AB0201123,2024-05-17,active,28,male,medium,2025-04-12,2,low
client_202,Anna,Ivanova,client202@ex.com,AB0202123,2023-08-24,active,33,female,low,2025-03-05,2,low
client_203,Dmitry,Smirnov,client203@ex.com,AB0203123,2024-01-09,active,25,male,medium,2025-04-21,2,medium
client_204,Olga,Kuznetsova,client204@ex.com,AB0204123,2023-11-30,active,31,female,high,2025-02-28,2,low
client_205,Sergei,Popov,client205@ex.com,AB0205123,2024-07-03,active,29,male,medium,2025-03-17,2,low
client_206,Ekaterina,Sokolova,client206@ex.com,AB0206123,2023-03-12,active,34,female,low,2025-04-09,2,low
client_207,Mikhail,Lebedev,client207@ex.com,AB0207123,2024-09-28,active,26,male,medium,2025-03-22,2,medium
client_208,Natalia,Novikova,client208@ex.com,AB0208123,2023-05-15,active,32,female,medium,2025-02-11,2,low
client_209,Andrei,Kozlov,client209@ex.com,AB0209123,2024-02-19,active,27,male,low,2025-04-30,2,low
client_210,Elena,Morozova,client210@ex.com,AB0210123,2023-10-07,active,30,female,medium,2025-03-14,2,low
client_211,Vladimir,Volkov,client211@ex.com,AB0211123,2024-12-01,active,35,male,high,2025-04-02,2,medium
client_212,Anastasia,Petrova,client212@ex.com,AB0212123,2023-06-23,active,28,female,medium,2025-02-25,2,low
client_213,Alexei,Nikolaev,client213@ex.com,AB0213123,2024-04-14,active,33,male,low,2025-03-11,2,low
client_214,Svetlana,Fedorova,client214@ex.com,AB0214123,2023-09-09,active,24,female,medium,2025-04-18,2,low
client_215,Nikolai,Semenov,client215@ex.com,AB0215123,2024-11-22,active,31,male,medium,2025-03-01,2,medium
client_216,Tatiana,Golubeva,client216@ex.com,AB0216123,2023-02-05,active,29,female,low,2025-02-19,2,low
client_217,Igor,Bogdanov,client217@ex.com,AB0217123,2024-08-16,active,34,male,medium,2025-04-26,2,low
client_218,Yulia,Orlova,client218@ex.com,AB0218123,2023-12-29,active,26,female,high,2025-03-09,2,low
client_219,Pavel,Stepanov,client219@ex.com,AB0219123,2024-03-07,active,32,male,medium,2025-04-15,2,medium
client_220,Irina,Mikhailova,client220@ex.com,AB0220123,2023-07-20,active,27,female,low,2025-02-06,2,low
client_221,Maxim,Zakharov,client221@ex.com,AB0221123,2024-10-11,active,30,male,medium,2025-03-24,2,low
client_222,Sofia,Vasileva,client222@ex.com,AB0222123,2023-04-03,active,35,female,medium,2025-04-07,2,low
client_223,Anton,Belov,client223@ex.com,AB0223123,2024-06-26,active,28,male,low,2025-03-20,2,medium
client_224,Daria,Komarova,client224@ex.com,AB0224123,2023-01-14,active,33,female,medium,2025-02-13,2,low
client_225,Roman,Andreev,client225@ex.com,AB0225123,2024-05-05,active,25,male,high,2025-04-29,2,low
client_226,Marina,Titova,client226@ex.com,AB0226123,2023-11-18,active,31,female,medium,2025-03-12,2,low
client_227,Artem,Frolov,client227@ex.com,AB0227123,2024-09-01,active,29,male,low,2025-04-23,2,medium
client_228,Ksenia,Guseva,client228@ex.com,AB0228123,2023-03-24,active,34,female,medium,2025-02-16,2,low
client_229,Denis,Davydov,client229@ex.com,AB0229123,2024-07-15,active,26,male,medium,2025-03-05,2,low
client_230,Polina,Medvedeva,client230@ex.com,AB0230123,2023-08-28,active,32,female,low,2025-04-10,2,low
client_231,Ilya,Orlov,client231@ex.com,AB0231123,2024-01-17,active,27,male,medium,2025-02-27,2,medium
client_232,Alina,Pavlova,client232@ex.com,AB0232123,2023-10-04,active,30,female,high,2025-03-18,2,low
client_233,Kirill,Naumov,client233@ex.com,AB0233123,2024-12-19,active,35,male,medium,2025-04-01,2,low
client_234,Veronika,Makarova,client234@ex.com,AB0234123,2023-06-11,active,28,female,low,2025-02-22,2,low
client_235,Egor,Zhukov,client235@ex.com,AB0235123,2024-04-02,active,33,male,medium,2025-03-15,2,medium
client_236,Valeria,Kovaleva,client236@ex.com,AB0236123,2023-09-25,active,25,female,medium,2025-04-27,2,low
client_237,Oleg,Sorokin,client237@ex.com,AB0237123,2024-11-08,active,31,male,low,2025-03-10,2,low
client_238,Elizaveta,Vinogradova,client238@ex.com,AB0238123,2023-02-21,active,29,female,medium,2025-04-19,2,low
client_239,Timofey,Belyaev,client239@ex.com,AB0239123,2024-08-12,active,34,male,high,2025-02-08,2,medium
client_240,Kristina,Borisova,client240@ex.com,AB0240123,2023-12-05,active,26,female,medium,2025-03-27,2,low
client_241,Gleb,Romanov,client241@ex.com,AB0241123,2024-03-28,active,32,male,low,2025-04-14,2,low
client_242,Varvara,Filippova,client242@ex.com,AB0242123,2023-07-16,active,27,female,medium,2025-03-03,2,low
client_243,Vadim,Gorbunov,client243@ex.com,AB0243123,2024-10-27,active,30,male,medium,2025-04-22,2,medium
client_244,Karina,Lazareva,client244@ex.com,AB0244123,2023-04-19,active,35,female,low,2025-02-15,2,low
client_245,Nikita,Polyakov,client245@ex.com,AB0245123,2024-06-08,active,28,male,medium,2025-03-30,2,low
client_246,Ulyana,Efimova,client246@ex.com,AB0246123,2023-01-30,active,33,female,high,2025-04-08,2,low
client_247,Stanislav,Danilov,client247@ex.com,AB0247123,2024-05-21,active,25,male,medium,2025-02-01,2,medium
client_248,Diana,Melnikova,client248@ex.com,AB0248123,2023-11-14,active,31,female,low,2025-03-19,2,low
client_249,Leonid,Zaytsev,client249@ex.com,AB0249123,2024-09-05,active,29,male,medium,2025-04-16,2,low
client_250,Alexandra,Antonova,client250@ex.com,AB0250123,2023-03-18,active,34,female,medium,2025-02-09,2,low
client_251,Georgy,Sobolev,client251@ex.com,AB0251123,2024-07-29,active,26,male,low,2025-03-25,2,medium
client_252,Milana,Tikhonova,client252@ex.com,AB0252123,2023-08-10,active,32,female,medium,2025-04-04,2,low
client_253,Matvey,Baranov,client253@ex.com,AB0253123,2024-01-23,active,27,male,high,2025-02-24,2,low
client_254,Arina,Denisova,client254@ex.com,AB0254123,2023-10-16,active,30,female,medium,2025-03-13,2,low
client_255,Fedor,Kiselev,client255@ex.com,AB0255123,2024-12-07,active,35,male,low,2025-04-25,2,medium
