client_id,first_name,last_name,email,passport_id,registration_date,status,age,gender,income_level,last_active_date,transaction_frequency
client_131,Kenji,Sato,client131@ex.com,AB000131123,2023-07-08,active,39,male,high,2025-03-10,high
client_132,Gabriela,Santos,client132@ex.com,AB000132123,2024-05-20,active,28,female,medium,2025-04-18,medium
client_133,Lukas,Huber,client133@ex.com,AB000133123,2023-12-25,active,32,male,medium,2025-03-25,medium
client_134,Irina,Volkova,client134@ex.com,AB000134123,2024-10-12,active,27,female,medium,2025-04-28,medium
client_135,Daniel,Evans,client135@ex.com,AB000135123,2023-04-15,active,42,male,high,2025-02-18,high
client_136,Claire,Moreau,client136@ex.com,AB000136123,2024-08-30,active,25,female,low,2025-04-20,high
client_137,Roberto,Gomez,client137@ex.com,AB000137123,2023-09-08,active,31,male,medium,2025-03-12,medium
client_138,Katarina,Fischer,client138@ex.com,AB000138123,2024-03-15,active,33,female,medium,2025-04-08,medium
client_139,Mikhail,Sokolov,client139@ex.com,AB000139123,2023-06-20,active,36,male,medium,2025-03-01,medium
client_140,Olivia,Mitchell,client140@ex.com,AB000140123,2024-11-28,active,23,female,low,2025-04-30,high
client_141,Yuki,Nakamura,client141@ex.com,AB000141123,2023-01-15,active,40,male,high,2025-02-20,high
client_142,Sofia,Diaz,client142@ex.com,AB000142123,2024-04-08,active,29,female,medium,2025-04-15,medium
client_143,Felix,Wagner,client143@ex.com,AB000143123,2023-08-22,active,34,male,medium,2025-03-22,medium
client_144,Anastasia,Smirnova,client144@ex.com,AB000144123,2024-07-05,active,26,female,medium,2025-04-18,medium
client_145,Patrick,Howard,client145@ex.com,AB000145123,2023-11-12,active,37,male,medium,2025-03-08,medium
client_146,Jia,Chen,client146@ex.com,AB000146123,2024-01-25,active,24,female,low,2025-04-05,high
client_147,Antoine,Girard,client147@ex.com,AB000147123,2023-05-05,active,41,male,high,2025-02-28,high
client_148,Carolina,Lopez,client148@ex.com,AB000148123,2024-09-15,active,30,female,medium,2025-04-25,medium
client_149,Dimitri,Orlov,client149@ex.com,AB000149123,2023-03-28,active,35,male,medium,2025-03-15,medium
client_150,Grace,Turner,client150@ex.com,AB000150123,2024-06-20,active,28,female,medium,2025-04-12,medium
client_151,Alessandro,Ferrari,client151@ex.com,AB000151123,2023-10-25,active,33,male,medium,2025-03-20,medium
client_152,Natalie,Klein,client152@ex.com,AB000152123,2024-02-05,active,25,female,low,2025-04-05,high
client_153,Jun,Yamada,client153@ex.com,AB000153123,2023-07-18,active,39,male,high,2025-03-10,high
client_154,Valentina,Morales,client154@ex.com,AB000154123,2024-05-30,active,31,female,medium,2025-04-22,medium
client_155,Stefan,Becker,client155@ex.com,AB000155123,2023-12-08,active,36,male,medium,2025-03-25,medium
client_156,Olga,Kuznetsova,client156@ex.com,AB000156123,2024-10-18,active,27,female,medium,2025-04-28,medium
client_157,Brian,Collins,client157@ex.com,AB000157123,2023-04-25,active,44,male,high,2025-02-18,high
client_158,Amélie,Bernard,client158@ex.com,AB000158123,2024-08-01,active,26,female,low,2025-04-20,high
client_159,Javier,Martinez,client159@ex.com,AB000159123,2023-09-12,active,32,male,medium,2025-03-18,medium
client_160,Hannah,Schultz,client160@ex.com,AB000160123,2024-03-25,active,29,female,medium,2025-04-08,medium
client_161,Pavel,Morozov,client161@ex.com,AB000161123,2023-06-15,active,38,male,medium,2025-03-01,medium
client_162,Rebecca,Carter,client162@ex.com,AB000162123,2024-11-08,active,24,female,low,2025-04-30,high
client_163,Ryu,Suzuki,client163@ex.com,AB000163123,2023-01-25,active,42,male,high,2025-02-20,high
client_164,Lucia,Gonzalez,client164@ex.com,AB000164123,2024-04-18,active,30,female,medium,2025-04-15,medium
client_165,Niklas,Meyer,client165@ex.com,AB000165123,2023-08-01,active,35,male,medium,2025-03-22,medium
client_166,Tatiana,Lebedeva,client166@ex.com,AB000166123,2024-07-12,active,27,female,medium,2025-04-18,medium
client_167,Adam,Parker,client167@ex.com,AB000167123,2023-11-20,active,34,male,medium,2025-03-08,medium
client_168,Xin,Li,client168@ex.com,AB000168123,2024-01-05,active,25,female,low,2025-04-05,high
client_169,Louis,Dupont,client169@ex.com,AB000169123,2023-05-12,active,40,male,high,2025-02-28,high
client_170,Adriana,Vargas,client170@ex.com,AB000170123,2024-09-22,active,31,female,medium,2025-04-25,medium
client_171,Igor,Kozlov,client171@ex.com,AB000171123,2023-03-05,active,36,male,medium,2025-03-15,medium
client_172,Megan,Bailey,client172@ex.com,AB000172123,2024-06-15,active,28,female,medium,2025-04-12,medium
client_173,Giovanni,Romano,client173@ex.com,AB000173123,2023-10-01,active,33,male,medium,2025-03-20,medium
client_174,Julia,Hoffman,client174@ex.com,AB000174123,2024-02-18,active,26,female,low,2025-04-05,high
client_175,Hiro,Watanabe,client175@ex.com,AB000175123,2023-07-28,active,41,male,high,2025-03-10,high
client_176,Carmen,Rodriguez,client176@ex.com,AB000176123,2024-05-10,active,30,female,medium,2025-04-22,medium
client_177,Markus,Schneider,client177@ex.com,AB000177123,2023-12-18,active,37,male,medium,2025-03-25,medium
client_178,Svetlana,Petrova,client178@ex.com,AB000178123,2024-10-28,active,29,female,medium,2025-04-28,medium
client_179,Joshua,Foster,client179@ex.com,AB000179123,2023-04-05,active,45,male,high,2025-02-18,high
client_180,Chloé,Martin,client180@ex.com,AB000180123,2024-08-15,active,24,female,low,2025-04-20,high
client_181,Alejandro,Diaz,client181@ex.com,AB000181123,2023-09-25,active,32,male,medium,2025-03-18,medium
client_182,Lena,Schmidt,client182@ex.com,AB000182123,2024-03-08,active,27,female,medium,2025-04-08,medium
client_183,Dmitry,Ivanov,client183@ex.com,AB000183123,2023-06-30,active,39,male,medium,2025-03-01,medium
client_184,Sarah,Allen,client184@ex.com,AB000184123,2024-11-18,active,25,female,low,2025-04-30,high
client_185,Akira,Tanaka,client185@ex.com,AB000185123,2023-01-08,active,43,male,high,2025-02-20,high
client_186,Isabella,Perez,client186@ex.com,AB000186123,2024-04-28,active,31,female,medium,2025-04-15,medium
client_187,Tobias,Weber,client187@ex.com,AB000187123,2023-08-15,active,36,male,medium,2025-03-22,medium
client_188,Natalia,Sokolova,client188@ex.com,AB000188123,2024-07-22,active,28,female,medium,2025-04-18,medium
client_189,Ryan,Hughes,client189@ex.com,AB000189123,2023-11-28,active,34,male,medium,2025-03-08,medium
client_190,Mei,Wang,client190@ex.com,AB000190123,2024-01-12,active,26,female,low,2025-04-05,high
client_191,Pierre,Laurent,client191@ex.com,AB000191123,2023-05-25,active,41,male,high,2025-02-28,high
client_192,Valeria,Castro,client192@ex.com,AB000192123,2024-09-08,active,30,female,medium,2025-04-25,medium
client_193,Sergei,Popov,client193@ex.com,AB000193123,2023-03-15,active,37,male,medium,2025-03-15,medium
client_194,Olivia,Ward,client194@ex.com,AB000194123,2024-06-25,active,29,female,medium,2025-04-12,medium
client_195,Marco,Rossi,client195@ex.com,AB000195123,2023-10-10,active,33,male,medium,2025-03-20,medium
client_196,Katja,Müller,client196@ex.com,AB000196123,2024-02-25,active,25,female,low,2025-04-05,high
client_197,Takeshi,Ito,client197@ex.com,AB000197123,2023-07-05,active,40,male,high,2025-03-10,high
client_198,Ana,Fernandez,client198@ex.com,AB000198123,2024-05-18,active,32,female,medium,2025-04-22,medium
client_199,Lukas,Fischer,client199@ex.com,AB000199123,2023-12-28,active,38,male,medium,2025-03-25,medium
client_200,Elena,Morozova,client200@ex.com,AB000200123,2024-10-05,active,27,female,medium,2025-04-28,medium
client_201,Nathan,Cooper,client201@ex.com,AB000201123,2023-04-18,active,44,male,high,2025-02-18,high
client_202,Sophie,Leroy,client202@ex.com,AB000202123,2024-08-22,active,23,female,low,2025-04-20,high
client_203,Miguel,Sanchez,client203@ex.com,AB000203123,2023-09-01,active,31,male,medium,2025-03-18,medium
client_204,Anna,Becker,client204@ex.com,AB000204123,2024-03-18,active,28,female,medium,2025-04-08,medium
client_205,Vladimir,Kuznetsov,client205@ex.com,AB000205123,2023-06-05,active,39,male,medium,2025-03-01,medium
client_206,Jessica,Brooks,client206@ex.com,AB000206123,2024-11-25,active,26,female,low,2025-04-30,high
client_207,Satoshi,Yamamoto,client207@ex.com,AB000207123,2023-01-18,active,42,male,high,2025-02-20,high
client_208,Camila,Martinez,client208@ex.com,AB000208123,2024-04-05,active,30,female,medium,2025-04-15,medium
client_209,Maximilian,Hoffmann,client209@ex.com,AB000209123,2023-08-25,active,35,male,medium,2025-03-22,medium
client_210,Irina,Orlova,client210@ex.com,AB000210123,2024-07-01,active,27,female,medium,2025-04-18,medium
client_211,Thomas,Reed,client211@ex.com,AB000211123,2023-11-08,active,33,male,medium,2025-03-08,medium
client_212,Lin,Zhang,client212@ex.com,AB000212123,2024-01-22,active,25,female,low,2025-04-05,high
client_213,Henri,Dubois,client213@ex.com,AB000213123,2023-05-18,active,41,male,high,2025-02-28,high
client_214,Gabriela,Torres,client214@ex.com,AB000214123,2024-09-30,active,29,female,medium,2025-04-25,medium
client_215,Alexei,Smirnov,client215@ex.com,AB000215123,2023-03-22,active,36,male,medium,2025-03-15,medium
client_216,Emma,Fisher,client216@ex.com,AB000216123,2024-06-08,active,28,female,medium,2025-04-12,medium
client_217,Antonio,Ricci,client217@ex.com,AB000217123,2023-10-20,active,34,male,medium,2025-03-20,medium
client_218,Katharina,Wolf,client218@ex.com,AB000218123,2024-02-15,active,24,female,low,2025-04-05,high
client_219,Yuto,Nakamura,client219@ex.com,AB000219123,2023-07-12,active,40,male,high,2025-03-10,high
client_220,Lucia,Lopez,client220@ex.com,AB000220123,2024-05-25,active,31,female,medium,2025-04-22,medium
client_221,Felix,Schulz,client221@ex.com,AB000221123,2023-12-05,active,37,male,medium,2025-03-25,medium
client_222,Tatiana,Ivanova,client222@ex.com,AB000222123,2024-10-15,active,28,female,medium,2025-04-28,medium
client_223,Alexander,Grant,client223@ex.com,AB000223123,2023-04-28,active,43,male,high,2025-02-18,high
client_224,Audrey,Moreau,client224@ex.com,AB000224123,2024-08-05,active,25,female,low,2025-04-20,high
client_225,Diego,Hernandez,client225@ex.com,AB000225123,2023-09-18,active,32,male,medium,2025-03-18,medium
client_226,Lena,Wagner,client226@ex.com,AB000226123,2024-03-30,active,29,female,medium,2025-04-08,medium
client_227,Mikhail,Petrov,client227@ex.com,AB000227123,2023-06-12,active,38,male,medium,2025-03-01,medium
client_228,Olivia,Morgan,client228@ex.com,AB000228123,2024-11-01,active,26,female,low,2025-04-30,high
client_229,Kenji,Suzuki,client229@ex.com,AB000229123,2023-01-28,active,41,male,high,2025-02-20,high
client_230,Sofia,Ruiz,client230@ex.com,AB000230123,2024-04-15,active,30,female,medium,2025-04-15,medium
client_231,Jan,Keller,client231@ex.com,AB000231123,2023-08-08,active,35,male,medium,2025-03-22,medium
client_232,Anastasia,Volkova,client232@ex.com,AB000232123,2024-07-18,active,27,female,medium,2025-04-18,medium
client_233,Daniel,Watson,client233@ex.com,AB000233123,2023-11-15,active,34,male,medium,2025-03-08,medium
client_234,Jia,Li,client234@ex.com,AB000234123,2024-01-30,active,24,female,low,2025-04-05,high
client_235,François,Martin,client235@ex.com,AB000235123,2023-05-08,active,42,male,high,2025-02-28,high
client_236,Valentina,Garcia,client236@ex.com,AB000236123,2024-09-18,active,31,female,medium,2025-04-25,medium
client_237,Dmitri,Volkov,client237@ex.com,AB000237123,2023-03-01,active,37,male,medium,2025-03-15,medium
client_238,Charlotte,Bennett,client238@ex.com,AB000238123,2024-06-18,active,29,female,medium,2025-04-12,medium
client_239,Roberto,Ferrari,client239@ex.com,AB000239123,2023-10-30,active,33,male,medium,2025-03-20,medium
client_240,Julia,Schneider,client240@ex.com,AB000240123,2024-02-08,active,25,female,low,2025-04-05,high
client_241,Haruki,Tanaka,client241@ex.com,AB000241123,2023-07-22,active,40,male,high,2025-03-10,high
client_242,Elena,Diaz,client242@ex.com,AB000242123,2024-05-01,active,32,female,medium,2025-04-22,medium
client_243,Stefan,Meyer,client243@ex.com,AB000243123,2023-12-15,active,38,male,medium,2025-03-25,medium
client_244,Olga,Smirnova,client244@ex.com,AB000244123,2024-10-25,active,28,female,medium,2025-04-28,medium
client_245,Christopher,Wood,client245@ex.com,AB000245123,2023-04-10,active,45,male,high,2025-02-18,high
client_246,Marie,Dubois,client246@ex.com,AB000246123,2024-08-18,active,26,female,low,2025-04-20,high
client_247,Carlos,Morales,client247@ex.com,AB000247123,2023-09-28,active,31,male,medium,2025-03-18,medium
client_248,Hannah,Fischer,client248@ex.com,AB000248123,2024-03-05,active,27,female,medium,2025-04-08,medium
client_249,Sergey,Kozlov,client249@ex.com,AB000249123,2023-06-22,active,39,male,medium,2025-03-01,medium
client_250,Rebecca,Coleman,client250@ex.com,AB000250123,2024-11-12,active,24,female,low,2025-04-30,high
client_251,Ryo,Sato,client251@ex.com,AB000251123,2023-01-05,active,43,male,high,2025-02-20,high
client_252,Lucia,Perez,client252@ex.com,AB000252123,2024-04-25,active,30,female,medium,2025-04-15,medium
client_253,Niklas,Huber,client253@ex.com,AB000253123,2023-08-18,active,36,male,medium,2025-03-22,medium
client_254,Irina,Kuznetsova,client254@ex.com,AB000254123,2024-07-28,active,28,female,medium,2025-04-18,medium
client_255,Matthew,Price,client255@ex.com,AB000255123,2023-11-01,active,34,male,medium,2025-03-08,medium
client_256,Xiu,Wang,client256@ex.com,AB000256123,2024-01-15,active,25,female,low,2025-04-05,high
client_257,Louis,Bernard,client257@ex.com,AB000257123,2023-05-28,active,41,male,high,2025-02-28,high
client_258,Carolina,Santos,client258@ex.com,AB000258123,2024-09-05,active,29,female,medium,2025-04-25,medium
client_259,Igor,Morozov,client259@ex.com,AB000259123,2023-03-12,active,37,male,medium,2025-03-15,medium
client_260,Zoe,Russell,client260@ex.com,AB000260123,2024-06-28,active,27,female,medium,2025-04-12,medium
client_261,Matteo,Bianchi,client261@ex.com,AB000261123,2023-10-05,active,33,male,medium,2025-03-20,medium
client_262,Katja,Schulz,client262@ex.com,AB000262123,2024-02-18,active,26,female,low,2025-04-05,high
